,Custid,Dayswus,Educ,Income,Freq,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,Access,ChildHome,Educx
14,0.0014002800560111994,0.8328571428571429,1.0,0.31056039466584445,0.0,0.0056134723336006415,0.10752688172043011,0.31958762886597936,0.4591836734693877,0.0,0.5079365079365079,0.45714285714285713,0.1,0.26041666666666663,0.7857142857142856,0.0,True,Higher Education
15,0.0015003000600119915,0.15000000000000002,0.625,0.20834810760810918,0.018867924528301886,0.010425020048115477,0.1057347670250896,0.6391752577319587,0.1530612244897959,0.43137254901960786,0.7142857142857142,0.0,0.32,0.22916666666666666,0.6428571428571428,0.0,True,Higher Education
16,0.0016003200640127974,0.10571428571428576,0.5,0.07741463038618669,0.018867924528301886,0.00400962309542903,0.1063321385902031,0.4948453608247423,0.05102040816326531,0.5490196078431373,0.5396825396825398,0.7999999999999999,0.06,0.32291666666666663,0.5595238095238095,0.0,False,Higher Education
17,0.0017003400680135894,0.557142857142857,0.375,0.7921452246974485,0.7169811320754716,0.8151563753007217,0.6278375149342891,0.020618556701030927,0.18367346938775508,0.0196078431372549,0.5396825396825398,0.39999999999999997,0.62,0.08333333333333333,0.22619047619047616,0.0,False,Higher Education
18,0.0018003600720143953,0.33999999999999997,0.75,0.12441994912510597,0.018867924528301886,0.012028869286287089,0.1081242532855436,0.31958762886597936,0.18367346938775508,0.3333333333333333,0.42857142857142855,0.6571428571428571,0.24,0.4583333333333333,0.5476190476190477,0.0,False,Higher Education
19,0.0019003800760152012,0.055714285714285716,0.375,0.2385261697371464,0.05660377358490566,0.018444266238973536,0.1069295101553166,0.4639175257731959,0.2959183673469387,0.23529411764705882,0.7142857142857142,0.2571428571428571,0.06,0.125,0.6666666666666665,0.0,True,Higher Education
20,0.0020004000800159932,0.32571428571428573,0.25,0.6147768442149079,0.20754716981132076,0.15557337610264632,0.1935483870967742,0.041237113402061855,0.11224489795918367,0.0784313725490196,0.20634920634920634,0.9714285714285714,0.72,0.020833333333333332,0.13095238095238093,0.0,False,Higher Education
21,0.002100420084016799,0.7971428571428573,0.125,0.2573961304247283,0.07547169811320754,0.04490777866880513,0.11827956989247311,0.16494845360824742,0.04081632653061224,0.5686274509803921,0.23809523809523808,0.34285714285714286,0.76,0.8333333333333333,0.6309523809523809,0.0,False,Higher Education
22,0.002200440088017591,0.19000000000000006,0.625,0.3123255993216681,0.05660377358490566,0.018444266238973536,0.1009557945041816,0.8144329896907216,0.21428571428571425,0.21568627450980393,0.7936507936507937,0.2571428571428571,0.14,0.29166666666666663,0.6309523809523809,0.0,True,Higher Education
23,0.002300460092018397,0.8971428571428571,0.875,0.24079241501580206,0.16981132075471697,0.11948676824378508,0.1135005973715651,0.4329896907216495,0.673469387755102,0.0784313725490196,0.3492063492063492,0.08571428571428572,0.08,0.4270833333333333,0.6666666666666665,0.3333333333333333,True,Higher Education
24,0.002400480096019203,0.18571428571428572,0.375,0.730424728281816,0.5849056603773585,0.6371291098636729,0.5041816009557945,0.010309278350515464,0.346938775510204,0.09803921568627451,0.6031746031746033,0.2857142857142857,0.22,0.0625,0.09523809523809523,0.3333333333333333,False,Higher Education
25,0.002500500100019995,0.39142857142857135,0.375,0.619671625684113,0.3962264150943396,0.3821170809943865,0.2747909199522103,0.061855670103092786,0.38775510204081626,0.19607843137254902,0.6507936507936507,0.08571428571428572,0.12,0.041666666666666664,0.2738095238095238,0.0,False,Higher Education
26,0.002600520104020801,0.7114285714285714,0.875,0.3822014954135512,0.03773584905660378,0.023656776263031275,0.10274790919952209,0.6082474226804123,0.7040816326530611,0.0196078431372549,0.3968253968253968,0.0,0.06,0.15625,0.7380952380952381,0.0,True,Higher Education
27,0.002700540108021593,0.011428571428571455,0.5,0.3352270099437293,0.018867924528301886,0.010425020048115477,0.1045400238948626,0.6391752577319587,0.6530612244897959,0.0784313725490196,0.2857142857142857,0.14285714285714285,0.14,0.28125,0.44047619047619047,0.3333333333333333,True,Higher Education
28,0.002800560112022399,0.20999999999999996,0.5,0.1821783704617282,0.05660377358490566,0.014033680834001604,0.09796893667861409,0.9175257731958762,0.6326530612244897,0.058823529411764705,0.2698412698412698,0.2571428571428571,0.14,0.10416666666666666,0.5595238095238095,0.0,True,Higher Education
29,0.0029005801160232048,0.09142857142857141,0.375,0.6221228705773529,0.33962264150943394,0.30513231756214915,0.24133811230585422,0.020618556701030927,0.7653061224489796,0.058823529411764705,0.2222222222222222,0.11428571428571428,0.06,0.07291666666666666,0.5714285714285714,0.0,False,Higher Education
30,0.003000600120023997,0.41142857142857137,0.875,0.16154320511832265,0.0,0.0052125100240577385,0.1051373954599761,0.6288659793814433,0.7755102040816326,0.0392156862745098,0.25396825396825395,0.0,0.08,0.21875,0.7142857142857142,0.0,True,Higher Education
31,0.0031006201240248027,0.14571428571428569,0.5,0.3274030679102752,0.0,0.0052125100240577385,0.1033452807646356,0.7628865979381443,0.8265306122448979,0.0392156862745098,0.2222222222222222,0.02857142857142857,0.02,0.3333333333333333,0.6071428571428572,0.3333333333333333,True,Higher Education
32,0.0032006401280255947,0.5042857142857143,0.375,0.8477761504663531,0.660377358490566,0.7401764234161989,0.4468339307048984,0.010309278350515464,0.19387755102040813,0.058823529411764705,0.746031746031746,0.42857142857142855,0.28,0.07291666666666666,0.10714285714285715,0.3333333333333333,False,Higher Education
33,0.0033006601320264006,0.1528571428571429,0.375,0.34168657981962536,0.05660377358490566,0.01643945469125902,0.1051373954599761,0.5567010309278351,0.19387755102040813,0.27450980392156865,0.6031746031746033,0.45714285714285713,0.22,0.09375,0.6904761904761905,0.0,True,Higher Education
34,0.0034006801360271927,0.5714285714285715,0.75,0.4333615971633393,0.1509433962264151,0.10064153969526864,0.08363201911589008,0.6494845360824743,0.7755102040816326,0.0,0.31746031746031744,0.02857142857142857,0.02,0.14583333333333331,0.5119047619047619,0.3333333333333333,True,Higher Education
35,0.0035007001400279986,0.4342857142857143,0.75,0.4305249364063825,0.03773584905660378,0.02285485164394547,0.1081242532855436,0.4639175257731959,0.6428571428571428,0.0196078431372549,0.47619047619047616,0.05714285714285714,0.04,0.0625,0.6309523809523809,0.0,True,Higher Education
36,0.0036007201440288045,0.8242857142857144,0.5,0.46028674940260544,0.5094339622641509,0.5348837209302326,0.2921146953405018,0.13402061855670103,0.8163265306122448,0.0196078431372549,0.1111111111111111,0.11428571428571428,0.1,0.041666666666666664,0.6785714285714286,0.0,True,Higher Education
37,0.0037007401480295965,0.005714285714285783,1.0,0.597001464580282,0.22641509433962265,0.1760224538893344,0.17980884109916367,0.061855670103092786,0.5306122448979591,0.0392156862745098,0.5714285714285714,0.11428571428571428,0.06,0.020833333333333332,0.4047619047619047,0.0,True,Higher Education
38,0.0038007601520304024,0.9657142857142856,0.25,0.2897093964387574,0.11320754716981132,0.06976744186046512,0.07765830346475508,0.9587628865979382,0.4081632653061224,0.0392156862745098,0.7777777777777777,0.14285714285714285,0.02,0.1875,0.5833333333333333,0.0,True,Higher Education
39,0.0039007801560311944,0.15857142857142859,0.25,0.7690356895089802,0.7169811320754716,0.8155573376102647,0.5531660692951015,0.010309278350515464,0.4591836734693877,0.13725490196078433,0.5714285714285714,0.17142857142857143,0.08,0.09375,0.11904761904761904,0.6666666666666666,False,Higher Education
40,0.004000800160032,0.4642857142857143,0.0,0.2015185385030448,0.09433962264150944,0.057738572574178026,0.11469534050179211,0.3402061855670103,0.05102040816326531,0.5490196078431373,0.4126984126984127,0.4857142857142857,0.44,0.10416666666666666,0.6666666666666665,0.0,True,High School
41,0.004100820164032806,0.5028571428571428,0.5,0.30145687196485005,0.03773584905660378,0.009623095429029671,0.09976105137395459,0.9381443298969072,0.5714285714285714,0.1764705882352941,0.36507936507936506,0.0,0.2,0.3958333333333333,0.5238095238095237,0.0,True,Higher Education
42,0.004200840168033598,0.15142857142857147,0.0,0.02164495490634394,0.03773584905660378,0.007618283881315156,0.1039426523297491,0.8247422680412371,0.05102040816326531,0.5098039215686274,0.2222222222222222,0.5428571428571428,0.66,0.15625,0.6904761904761905,0.0,True,High School
43,0.004300860172034404,0.6914285714285714,0.625,0.5806906652277807,0.4150943396226415,0.40617481956696067,0.3321385902031063,0.13402061855670103,0.5510204081632653,0.13725490196078433,0.4126984126984127,0.2571428571428571,0.04,0.03125,0.25,0.0,True,Higher Education
45,0.004500900180036002,0.10285714285714287,0.625,0.6408078316503507,0.49056603773584906,0.5096230954290297,0.3261648745519713,0.020618556701030927,0.5306122448979591,0.2549019607843137,0.3492063492063492,0.2571428571428571,0.04,0.32291666666666663,0.19047619047619047,0.6666666666666666,False,Higher Education
46,0.004600920184036794,0.7614285714285715,0.5,0.2853310722269329,0.3018867924528302,0.25581395348837205,0.13321385902031063,0.38144329896907214,0.2959183673469387,0.2549019607843137,0.6984126984126984,0.17142857142857143,0.14,0.20833333333333331,0.6666666666666665,0.0,True,Higher Education
47,0.0047009401880376,0.2785714285714286,1.0,0.62314807677484,0.2830188679245283,0.23857257417802724,0.2568697729988052,0.12371134020618557,0.6224489795918366,0.0196078431372549,0.49206349206349204,0.02857142857142857,0.06,0.10416666666666666,0.44047619047619047,0.0,True,Higher Education
48,0.004800960192038406,0.5385714285714286,0.375,0.27313651429892855,0.05660377358490566,0.03368083400160385,0.1039426523297491,0.5773195876288659,0.520408163265306,0.0392156862745098,0.5555555555555556,0.08571428571428572,0.14,0.11458333333333333,0.6547619047619047,0.0,True,Higher Education
49,0.004900980196039198,0.17428571428571427,0.75,0.5882448161566329,0.4150943396226415,0.40577385725741777,0.2921146953405018,0.020618556701030927,0.38775510204081626,0.13725490196078433,0.5873015873015872,0.11428571428571428,0.22,0.020833333333333332,0.25,0.0,False,Higher Education
50,0.005001000200040004,0.6028571428571429,0.75,0.20741540121791413,0.018867924528301886,0.007618283881315156,0.10752688172043011,0.4329896907216495,0.846938775510204,0.0196078431372549,0.19047619047619047,0.02857142857142857,0.02,0.020833333333333332,0.44047619047619047,0.0,True,Higher Education
51,0.005101020204040796,0.07000000000000006,0.625,0.25262468203191246,0.07547169811320754,0.03127506014434643,0.1135005973715651,0.30927835051546393,0.7142857142857142,0.0,0.4126984126984127,0.02857142857142857,0.02,0.44791666666666663,0.5714285714285714,0.3333333333333333,True,Higher Education
52,0.005201040208041602,0.011428571428571455,0.25,0.8015108301857704,0.660377358490566,0.7409783480352847,0.6660692951015531,0.010309278350515464,0.336734693877551,0.27450980392156865,0.5079365079365079,0.5142857142857142,0.02,0.3020833333333333,0.15476190476190477,0.0,False,Higher Education
53,0.005301060212042408,0.1685714285714286,0.625,0.5438603252909889,0.16981132075471697,0.11708099438652766,0.14874551971326164,0.18556701030927836,0.7551020408163265,0.0392156862745098,0.25396825396825395,0.05714285714285714,0.06,0.125,0.5952380952380951,0.0,True,Higher Education
54,0.0054010802160432,0.5071428571428572,0.375,0.48012795806675407,0.32075471698113206,0.2858861267040898,0.2801672640382318,0.041237113402061855,0.39795918367346933,0.21568627450980393,0.30158730158730157,0.17142857142857143,0.44,0.0625,0.4761904761904761,0.0,False,Higher Education
55,0.005501100220044006,0.6271428571428571,0.125,0.1205118322670161,0.05660377358490566,0.01603849238171612,0.10274790919952209,0.8556701030927835,0.08163265306122448,0.5882352941176471,0.3968253968253968,0.05714285714285714,0.66,0.29166666666666663,0.7976190476190477,0.0,True,Higher Education
56,0.005601120224044798,0.9857142857142857,0.5,0.3305249364063825,0.1509433962264151,0.10304731355252607,0.11947431302270012,0.3402061855670103,0.5306122448979591,0.09803921568627451,0.4603174603174603,0.17142857142857143,0.1,0.14583333333333331,0.8214285714285714,0.0,True,Higher Education
57,0.005701140228045604,0.4385714285714285,0.375,0.375055885300239,0.07547169811320754,0.046511627906976744,0.1164874551971326,0.31958762886597936,0.11224489795918367,0.13725490196078433,0.7777777777777777,0.5428571428571428,0.24,0.34375,0.6071428571428572,0.0,True,Higher Education
58,0.0058011602320464095,0.58,0.625,0.41824558698836045,0.24528301886792453,0.19526864474739375,0.16786140979689365,0.30927835051546393,0.8877551020408162,0.0,0.14285714285714285,0.02857142857142857,0.02,0.15625,0.35714285714285715,0.0,True,Higher Education
59,0.0059011802360472015,0.7214285714285714,0.25,0.5792029599938333,0.3773584905660377,0.3580593424218123,0.3249701314217443,0.020618556701030927,0.39795918367346933,0.0784313725490196,0.5396825396825398,0.22857142857142856,0.26,0.10416666666666666,0.3333333333333333,0.0,False,Higher Education
60,0.0060012002400480075,0.08285714285714285,1.0,0.6634548678023586,0.49056603773584906,0.5108259823576584,0.44563918757467147,0.010309278350515464,0.4081632653061224,0.0392156862745098,0.7619047619047619,0.11428571428571428,0.08,0.010416666666666666,0.15476190476190477,0.0,False,Higher Education
61,0.0061012202440487995,0.39428571428571424,0.75,0.0675171510059354,0.018867924528301886,0.010024057738572574,0.1045400238948626,0.6288659793814433,0.47959183673469385,0.0784313725490196,0.5555555555555556,0.22857142857142856,0.08,0.65625,0.6071428571428572,0.0,True,Higher Education
62,0.006201240248049605,0.8428571428571429,0.375,0.19807292068141524,0.09433962264150944,0.058941459502806735,0.09796893667861409,0.6804123711340206,0.08163265306122448,0.8627450980392157,0.5079365079365079,0.34285714285714286,0.04,0.11458333333333333,0.75,0.0,True,Higher Education
63,0.006301260252050397,0.6414285714285713,0.25,0.5969166730902643,0.3584905660377358,0.33039294306335204,0.14217443249701314,0.4536082474226804,0.346938775510204,0.11764705882352941,0.2222222222222222,0.6,0.46,0.0625,0.3095238095238095,0.0,True,Higher Education
64,0.006401280256051203,0.7628571428571428,0.25,0.25556925923070994,0.16981132075471697,0.11748195669607057,0.1051373954599761,0.5257731958762887,0.6020408163265305,0.0,0.4126984126984127,0.22857142857142856,0.1,0.041666666666666664,0.6666666666666665,0.0,True,Higher Education
65,0.006501300260052009,0.26714285714285724,0.625,0.7019039543667617,0.5849056603773585,0.6411387329591018,0.6194743130227001,0.020618556701030927,0.4693877551020408,0.19607843137254902,0.6031746031746033,0.08571428571428572,0.04,0.03125,0.20238095238095238,0.0,False,Higher Education
66,0.006601320264052801,0.9514285714285714,0.5,0.327194943343868,0.11320754716981132,0.07257417802726544,0.08960573476702509,0.7731958762886598,0.7448979591836734,0.058823529411764705,0.25396825396825395,0.05714285714285714,0.1,0.46875,0.7142857142857142,0.3333333333333333,True,Higher Education
67,0.006701340268053607,0.030000000000000027,0.375,0.5297309797271255,0.11320754716981132,0.07137129109863673,0.09438470728793309,0.6701030927835051,0.9591836734693877,0.0196078431372549,0.031746031746031744,0.02857142857142857,0.0,0.14583333333333331,0.6547619047619047,0.3333333333333333,True,Higher Education
68,0.006801360272054399,0.952857142857143,0.875,0.2169968395899175,0.05660377358490566,0.026062550120288693,0.1033452807646356,0.6597938144329897,0.44897959183673464,0.13725490196078433,0.7142857142857142,0.02857142857142857,0.02,0.08333333333333333,0.6666666666666665,0.0,True,Higher Education
69,0.006901380276055205,0.7157142857142856,0.75,0.6313651429892854,0.5660377358490566,0.6138732959101845,0.575268817204301,0.010309278350515464,0.5714285714285714,0.13725490196078433,0.2698412698412698,0.19999999999999998,0.22,0.28125,0.11904761904761904,0.0,False,Higher Education
70,0.007001400280056011,0.9271428571428572,0.875,0.4773144222616203,0.33962264150943394,0.30513231756214915,0.16726403823178015,0.28865979381443296,0.6122448979591836,0.23529411764705882,0.20634920634920634,0.34285714285714286,0.0,0.14583333333333331,0.5952380952380951,0.0,True,Higher Education
71,0.007101420284056803,0.31714285714285706,0.25,0.2189701688121483,0.03773584905660378,0.017241379310344827,0.1063321385902031,0.5154639175257731,0.12244897959183672,0.5098039215686274,0.3492063492063492,0.45714285714285713,0.44,0.7291666666666666,0.7738095238095237,0.0,True,Higher Education
72,0.007201440288057609,0.3157142857142857,1.0,0.33465659446542817,0.018867924528301886,0.011627906976744186,0.10035842293906809,0.8350515463917526,0.7244897959183673,0.0196078431372549,0.3492063492063492,0.02857142857142857,0.06,0.03125,0.726190476190476,0.0,True,Higher Education
73,0.007301460292058401,0.472857142857143,1.0,0.38893856471132354,0.03773584905660378,0.02285485164394547,0.1117084826762246,0.21649484536082475,0.36734693877551017,0.0392156862745098,0.7936507936507937,0.17142857142857143,0.06,0.10416666666666666,0.6309523809523809,0.0,True,Higher Education
74,0.007401480296059207,0.9842857142857143,0.625,0.5691975641717413,0.4716981132075472,0.4839615076182839,0.4414575866188769,0.09278350515463918,0.4183673469387755,0.21568627450980393,0.6349206349206349,0.14285714285714285,0.04,0.08333333333333333,0.25,0.0,True,Higher Education
75,0.007501500300059999,0.35857142857142865,1.0,0.40322978493794803,0.09433962264150944,0.05693664795509222,0.1015531660692951,0.6082474226804123,0.6836734693877551,0.0196078431372549,0.4126984126984127,0.08571428571428572,0.02,0.5416666666666666,0.5952380952380951,0.3333333333333333,True,Higher Education
76,0.007601520304060805,0.07428571428571429,0.5,0.819078085253989,0.49056603773584906,0.5104250200481155,0.4086021505376344,0.010309278350515464,0.16326530612244897,0.11764705882352941,0.8412698412698412,0.08571428571428572,0.4,0.03125,0.08333333333333331,0.0,False,Higher Education
77,0.007701540308061611,0.14428571428571435,0.375,0.4845448238649503,0.05660377358490566,0.033279871692060946,0.13082437275985662,0.08247422680412371,0.510204081632653,0.09803921568627451,0.31746031746031744,0.42857142857142855,0.16,0.5729166666666666,0.42857142857142855,0.0,True,Higher Education
78,0.007801560312062403,0.7542857142857143,0.75,0.32051954058429044,0.03773584905660378,0.020048115477145148,0.0985663082437276,0.7731958762886598,0.5306122448979591,0.09803921568627451,0.5238095238095237,0.17142857142857143,0.06,0.14583333333333331,0.6785714285714286,0.0,True,Higher Education
79,0.007901580316063209,0.47571428571428565,0.75,0.5031527017652045,0.1509433962264151,0.10304731355252607,0.14994026284348866,0.15463917525773196,0.8877551020408162,0.058823529411764705,0.07936507936507936,0.02857142857142857,0.04,0.19791666666666666,0.7380952380952381,0.0,True,Higher Education
80,0.008001600320064,0.7428571428571428,0.25,0.133515763508826,0.0,0.0056134723336006415,0.1081242532855436,0.32989690721649484,0.26530612244897955,0.39215686274509803,0.38095238095238093,0.42857142857142855,0.24,0.5520833333333333,0.44047619047619047,0.0,False,Higher Education
81,0.008101620324064807,0.9500000000000001,0.375,0.5281430663686116,0.4339622641509434,0.4330392943063352,0.2801672640382318,0.07216494845360824,0.4693877551020408,0.0,0.3333333333333333,0.6,0.2,0.15625,0.4047619047619047,0.0,True,Higher Education
82,0.008201640328065612,0.41142857142857137,0.5,0.32993139597625837,0.18867924528301885,0.13311948676824376,0.06511350059737156,0.7731958762886598,0.6632653061224489,0.0196078431372549,0.4444444444444444,0.05714285714285714,0.04,0.13541666666666666,0.7857142857142856,0.3333333333333333,True,Higher Education
83,0.008301660332066405,0.5742857142857144,0.625,0.5712402682494411,0.32075471698113206,0.2826784282277466,0.3004778972520908,0.07216494845360824,0.38775510204081626,0.058823529411764705,0.7936507936507937,0.11428571428571428,0.08,0.05208333333333333,0.20238095238095238,0.0,False,Higher Education
84,0.00840168033606721,0.6185714285714287,0.5,0.3148616357049256,0.05660377358490566,0.0272654370489174,0.1039426523297491,0.6391752577319587,0.11224489795918367,0.4117647058823529,0.5714285714285714,0.02857142857142857,0.56,0.46875,0.7380952380952381,0.3333333333333333,True,Higher Education
85,0.008501700340068002,0.5714285714285715,0.375,0.5388036691590226,0.4339622641509434,0.43183640737770645,0.17682198327359616,0.35051546391752575,0.7040816326530611,0.09803921568627451,0.19047619047619047,0.05714285714285714,0.18,0.1875,0.3095238095238095,0.0,True,Higher Education
86,0.008601720344068808,0.02857142857142858,0.25,0.699545209280814,0.33962264150943394,0.30994386527666395,0.14336917562724014,0.3917525773195876,0.6326530612244897,0.13725490196078433,0.2857142857142857,0.19999999999999998,0.08,0.010416666666666666,0.35714285714285715,0.3333333333333333,True,Higher Education
87,0.008701740348069614,0.5957142857142858,0.25,0.38052108224774533,0.33962264150943394,0.30834001603849237,0.14277180406212664,0.4020618556701031,0.22448979591836732,0.0392156862745098,0.8095238095238095,0.6571428571428571,0.0,0.2708333333333333,0.75,0.3333333333333333,True,Higher Education
88,0.008801760352070406,0.7942857142857144,0.625,0.3691204809989979,0.07547169811320754,0.04490777866880513,0.1033452807646356,0.5670103092783505,0.8163265306122448,0.0392156862745098,0.2222222222222222,0.02857142857142857,0.02,0.44791666666666663,0.6666666666666665,0.0,True,Higher Education
89,0.008901780356071212,0.5228571428571428,0.875,0.415370384645032,0.16981132075471697,0.11828388131515637,0.12305854241338111,0.36082474226804123,0.7448979591836734,0.0392156862745098,0.3333333333333333,0.05714285714285714,0.02,0.010416666666666666,0.23809523809523808,0.0,True,Higher Education
90,0.009001800360072004,0.5071428571428572,0.75,0.4841131580975873,0.1320754716981132,0.08620689655172413,0.08183990442054959,0.7731958762886598,0.6632653061224489,0.11764705882352941,0.31746031746031744,0.17142857142857143,0.02,0.020833333333333332,0.5952380952380951,0.0,True,Higher Education
91,0.00910182036407281,0.10142857142857142,0.375,0.4637477838587836,0.2641509433962264,0.21331194867682435,0.2246117084826762,0.13402061855670103,0.6428571428571428,0.0784313725490196,0.31746031746031744,0.14285714285714285,0.12,0.07291666666666666,0.39285714285714285,0.3333333333333333,False,Higher Education
93,0.009301860372074408,0.5471428571428573,1.0,0.6185153780929622,0.2830188679245283,0.23817161186848435,0.2043010752688172,0.041237113402061855,0.9183673469387754,0.0,0.1111111111111111,0.0,0.02,0.010416666666666666,0.4761904761904761,0.0,True,Higher Education
94,0.009401880376075214,0.24714285714285722,0.625,0.1992137516380174,0.018867924528301886,0.0136327185244587,0.1057347670250896,0.5567010309278351,0.6122448979591836,0.0392156862745098,0.5238095238095237,0.02857142857142857,0.04,0.29166666666666663,0.726190476190476,0.3333333333333333,True,Higher Education
95,0.009501900380076006,0.25428571428571434,0.875,0.4030679102751869,0.16981132075471697,0.11868484362469928,0.15591397849462366,0.10309278350515463,0.8673469387755102,0.0,0.1746031746031746,0.02857142857142857,0.02,0.11458333333333333,0.5119047619047619,0.0,True,Higher Education
96,0.009601920384076812,0.0814285714285714,1.0,0.34793031681184,0.05660377358490566,0.020048115477145148,0.09557945041816009,0.845360824742268,0.7142857142857142,0.058823529411764705,0.31746031746031744,0.02857142857142857,0.08,0.23958333333333331,0.4761904761904761,0.0,True,Higher Education
97,0.009701940388077604,0.03428571428571425,0.75,0.3706775610884144,0.03773584905660378,0.014434643143544507,0.1009557945041816,0.8144329896907216,0.5918367346938775,0.09803921568627451,0.3968253968253968,0.2571428571428571,0.02,0.23958333333333331,0.75,0.0,True,Higher Education
98,0.00980196039207841,0.5657142857142857,0.875,0.23622138287211902,0.03773584905660378,0.016840417000801924,0.1045400238948626,0.6288659793814433,0.6632653061224489,0.0196078431372549,0.3968253968253968,0.02857142857142857,0.12,0.35416666666666663,0.7142857142857142,0.0,True,Higher Education
99,0.009901980396079216,0.3471428571428571,0.5,0.6721960995914591,0.6981132075471698,0.7898957497995189,0.46953405017921146,0.020618556701030927,0.5408163265306122,0.13725490196078433,0.5873015873015872,0.0,0.02,0.020833333333333332,0.16666666666666666,0.6666666666666666,False,Higher Education
100,0.010002000400080008,0.17142857142857149,1.0,0.28726585986279196,0.018867924528301886,0.011226944667201283,0.1069295101553166,0.4845360824742268,0.846938775510204,0.0196078431372549,0.1746031746031746,0.05714285714285714,0.02,0.05208333333333333,0.49999999999999994,0.0,True,Higher Education
101,0.010102020404080814,0.5528571428571428,0.375,0.6794342095120635,0.33962264150943394,0.3103448275862069,0.2831541218637993,0.041237113402061855,0.2346938775510204,0.23529411764705882,0.6507936507936507,0.5142857142857142,0.08,0.041666666666666664,0.22619047619047616,0.0,False,Higher Education
102,0.010202040408081606,0.6042857142857142,0.25,0.7064056116549756,0.7169811320754716,0.8151563753007217,0.6451612903225806,0.010309278350515464,0.3061224489795918,0.1764705882352941,0.7777777777777777,0.0,0.2,0.041666666666666664,0.11904761904761904,0.6666666666666666,False,Higher Education
